epoch,accuracy_test_before,micro_precision_test_before,macro_precision_test_before,micro_recall_test_before,macro_recall_test_before,accuracy_test_after,micro_precision_test_after,macro_precision_test_after,micro_recall_test_after,macro_recall_test_after
14,34.710743801652896,34.710743801652896,44.61595673157991,34.710743801652896,37.332722712738885,74.63445645263828,74.63445645263828,70.46859345844861,74.63445645263828,48.94884242216248
15,39.5906432748538,39.5906432748538,41.34842168257736,39.5906432748538,43.189841410280124,86.66666666666667,86.66666666666667,77.44715347790341,86.66666666666667,67.13526597704845
16,58.253851797505504,58.253851797505504,59.00982592139076,58.253851797505504,59.39578304936462,79.67718268525313,79.67718268525313,65.70592972628285,79.67718268525313,62.88420798373146
17,58.8203167667941,58.8203167667941,48.758815843689895,58.8203167667941,46.336615862742306,86.23702894593119,86.23702894593119,74.45320810875525,86.23702894593119,67.0959922647649
18,67.29096989966555,67.29096989966555,63.25466745074523,67.29096989966555,58.78512227142131,84.41471571906355,84.41471571906355,80.23910331204314,84.41471571906355,71.28772904253078
19,61.28668171557562,61.28668171557562,56.82912515066143,61.28668171557562,47.96557215095098,77.37020316027088,77.37020316027088,73.16270494248822,77.37020316027088,73.39551439146626
20,79.79851537645811,79.79851537645811,66.30339226311924,79.79851537645811,57.09689900179477,88.22905620360551,88.22905620360551,67.43518324976326,88.22905620360551,66.47781411442892
21,58.53899308983218,58.53899308983218,59.70510782144039,58.53899308983218,54.74897862293424,79.56564659427443,79.56564659427443,74.83769940192036,79.56564659427443,69.7133562063928
22,82.17761557177616,82.17761557177616,61.71884233447038,82.17761557177616,64.43576607530129,83.45498783454988,83.45498783454988,64.69963215251397,83.45498783454988,63.20984244026607
23,44.31882419446015,44.31882419446015,38.19758785407491,44.31882419446015,32.103443145682064,86.48954211418881,86.48954211418881,71.63979241068101,86.48954211418881,70.0240113167809
24,75.10944340212633,75.10944340212633,62.62679554667348,75.10944340212633,59.47543451537742,80.42526579111944,80.42526579111944,66.98738722537539,80.42526579111944,69.07798126419289
25,62.87356321839081,62.87356321839081,67.41788745755755,62.87356321839081,74.95309550834584,86.4367816091954,86.4367816091954,81.25032971020664,86.4367816091954,78.6566416348551
26,68.70443073471677,68.70443073471677,48.56302942541468,68.70443073471677,48.10902365689397,85.58609085810431,85.58609085810431,60.012471500702894,85.58609085810431,60.66187232757556
27,69.3103448275862,69.3103448275862,50.56570273361387,69.3103448275862,52.1605206749147,84.71264367816092,84.71264367816092,74.54702773999911,84.71264367816092,63.96610934181919
28,72.61103633916555,72.61103633916555,62.28766321088266,72.61103633916555,63.63222483110405,81.76312247644684,81.76312247644684,71.4602504069188,81.76312247644684,66.54869361801292
29,81.05835806132542,81.05835806132542,75.23109402039243,81.05835806132542,77.9927522831256,86.69634025717113,86.69634025717113,79.41945358614602,86.69634025717113,79.53181197957095
30,67.4866310160428,67.4866310160428,54.847782343386044,67.4866310160428,43.17023543179263,73.90374331550802,73.90374331550802,54.2880639172641,73.90374331550802,61.60692200336073
31,74.54398054316984,74.54398054316984,55.952547823991935,74.54398054316984,57.87291690294486,88.44750709363599,88.44750709363599,73.21220969327715,88.44750709363599,72.1323674093767
32,76.0,76.0,67.27626244733872,76.0,66.20763745938224,85.2,85.2,73.51101300091979,85.2,77.84317233695953
33,77.70370370370371,77.70370370370371,68.1384443324553,77.70370370370371,69.6114987716847,85.25925925925925,85.25925925925925,83.30515977998351,85.25925925925925,81.7324438474742
34,65.78947368421053,65.78947368421053,65.44878840135978,65.78947368421053,64.80112469634001,79.69924812030075,79.69924812030075,76.67465932726472,79.69924812030075,73.63415986202322
35,80.33044846577498,80.33044846577498,66.40259089524967,80.33044846577498,58.050839563994394,85.83792289535799,85.83792289535799,76.89509225354165,85.83792289535799,69.13297869549017
36,78.68318122555411,78.68318122555411,66.52359965667796,78.68318122555411,65.44933804655209,86.70143415906128,86.70143415906128,77.58120532034816,86.70143415906128,74.35454007022273
37,79.93311036789298,79.93311036789298,73.39187186935152,79.93311036789298,75.21310139627066,81.93979933110369,81.93979933110369,74.33367555404637,81.93979933110369,73.447347314391
38,86.100950987564,86.100950987564,76.30464281212595,86.100950987564,78.71668422198589,90.05120702267739,90.05120702267739,84.93276168057268,90.05120702267739,83.03450040206718
39,83.10606060606061,83.10606060606061,67.30432592475749,83.10606060606061,68.86171018675992,92.12121212121212,92.12121212121212,76.25042100265478,92.12121212121212,76.24673915237355
40,74.72417251755266,74.72417251755266,48.72626849146856,74.72417251755266,49.33939319359929,80.74222668004012,80.74222668004012,57.79782940162572,80.74222668004012,53.73971196970746
41,84.7548690396239,84.7548690396239,81.08080888555541,84.7548690396239,76.28904419495315,84.15043653458697,84.15043653458697,77.55300542387732,84.15043653458697,81.2195214745017
42,74.06616862326574,74.06616862326574,59.60276400339743,74.06616862326574,66.18886915628028,77.48132337246531,77.48132337246531,54.316035151268736,77.48132337246531,57.6331000162547
43,59.35656836461126,59.35656836461126,55.1248121440083,59.35656836461126,57.46711589138109,83.69973190348526,83.69973190348526,69.96703421419309,83.69973190348526,66.99556513740951
44,85.8974358974359,85.8974358974359,61.229969740354186,85.8974358974359,70.6533046363863,92.78002699055331,92.78002699055331,77.55886384127739,92.78002699055331,63.58753948206902
45,70.06060606060606,70.06060606060606,60.96489893074597,70.06060606060606,60.81019695439146,71.63636363636363,71.63636363636363,70.23611530070511,71.63636363636363,64.18208397340062
46,67.88079470198676,67.88079470198676,68.78143061214514,67.88079470198676,68.23010019752947,72.43377483443709,72.43377483443709,71.02186837607404,72.43377483443709,69.85798179667744
47,83.19559228650138,83.19559228650138,53.565031491926064,83.19559228650138,56.8507922277648,68.9623507805326,68.9623507805326,53.643836804209464,68.9623507805326,55.12827555761882
48,81.36604774535809,81.36604774535809,66.92937022757192,81.36604774535809,66.52486240642084,86.07427055702918,86.07427055702918,72.7568029760558,86.07427055702918,67.60121069556784
49,75.74287446937538,75.74287446937538,57.108616530397285,75.74287446937538,54.14658729549146,82.23165554881746,82.23165554881746,72.3296116083203,82.23165554881746,61.72560820822988
50,83.00993847610033,83.00993847610033,73.71957631599065,83.00993847610033,71.55953130138111,91.05537150970184,91.05537150970184,68.06113845840898,91.05537150970184,70.38434254920982
51,83.96334478808706,83.96334478808706,81.27935427944566,83.96334478808706,72.76745451519217,83.90607101947309,83.90607101947309,80.30656697468193,83.90607101947309,71.34427454776524
52,86.72445255474453,86.72445255474453,71.98176131123832,86.72445255474453,64.29439261965177,92.51824817518248,92.51824817518248,77.52566767641311,92.51824817518248,78.01783773706539
53,62.04379562043796,62.04379562043796,58.75823250161238,62.04379562043796,57.47861414423265,89.52033368091762,89.52033368091762,63.14010571880755,89.52033368091762,61.9079636763713
54,83.21299638989169,83.21299638989169,70.9962848330705,83.21299638989169,72.10942026663494,78.39951865222623,78.39951865222623,75.74037512540099,78.39951865222623,68.40775729425619
55,80.9820193637621,80.9820193637621,57.45512271655095,80.9820193637621,51.354126577911096,80.15214384508991,80.15214384508991,54.75529974164006,80.15214384508991,52.91256937238864
56,65.75091575091575,65.75091575091575,61.1626760686385,65.75091575091575,63.50874046762789,78.2967032967033,78.2967032967033,58.647520441163024,78.2967032967033,58.20924918026383
57,82.81363306744018,82.81363306744018,63.475994120804835,82.81363306744018,64.75782677334617,82.3060188542422,82.3060188542422,71.84672650191716,82.3060188542422,62.58675003330227
58,84.6938775510204,84.6938775510204,77.72034625457366,84.6938775510204,75.85081158967772,89.25170068027211,89.25170068027211,85.59544195452305,89.25170068027211,80.1484385002045
59,79.04577691811734,79.04577691811734,69.46433549436138,79.04577691811734,68.39183188558428,78.98130238555771,78.98130238555771,67.40204559305886,78.98130238555771,68.50856132710412
60,69.97455470737913,69.97455470737913,72.02273388154096,69.97455470737913,65.33349276738143,75.48770144189992,75.48770144189992,76.90429124330811,75.48770144189992,62.2734311895923
61,74.72803347280335,74.72803347280335,67.20344090172449,74.72803347280335,76.31477078162712,87.53138075313808,87.53138075313808,79.03135032563611,87.53138075313808,77.05513425017872
62,84.60350154479917,84.60350154479917,75.57237995166787,84.60350154479917,74.56982187868387,89.59835221421216,89.59835221421216,79.56344900759737,89.59835221421216,75.15563838054472
63,76.02012297372835,76.02012297372835,68.20794465279263,76.02012297372835,66.57183860325466,86.69647847959754,86.69647847959754,68.29021285816923,86.69647847959754,71.6816383030434
64,80.566534914361,80.566534914361,68.3731525079511,80.566534914361,65.83846760422354,89.26218708827405,89.26218708827405,81.93732517781443,89.26218708827405,77.58934279125758
65,78.67298578199052,78.67298578199052,58.478746993328336,78.67298578199052,57.5447290086113,82.26134055517942,82.26134055517942,58.62914787997008,82.26134055517942,57.954333170404716
66,76.72226250906455,76.72226250906455,69.17253189677126,76.72226250906455,65.12586449621158,74.4017403915881,74.4017403915881,66.20115519408924,74.4017403915881,65.43142071977208
67,91.86571981923822,91.86571981923822,67.20906073307752,91.86571981923822,64.93598401348433,93.93156875403487,93.93156875403487,81.49613989269375,93.93156875403487,67.87800669311757
68,88.6899151743638,88.6899151743638,76.82244681210584,88.6899151743638,81.49566042282108,93.9679547596607,93.9679547596607,84.58286854841339,93.9679547596607,79.57828971805148
69,86.90693430656934,86.90693430656934,64.64894107146392,86.90693430656934,70.55682385453011,93.38503649635037,93.38503649635037,72.70419886733268,93.38503649635037,62.76813279657431
70,73.6429038587312,73.6429038587312,69.73232822123106,73.6429038587312,60.90003350836825,85.4807063440157,85.4807063440157,77.03727563086582,85.4807063440157,74.28306045996106
71,86.20013080444735,86.20013080444735,74.03401691054292,86.20013080444735,75.67263671909922,88.55461085676913,88.55461085676913,77.38969948890086,88.55461085676913,74.13926187153595
72,84.70780993992354,84.70780993992354,71.09251130582177,84.70780993992354,64.75925728062752,90.98853085745495,90.98853085745495,78.97441091840356,90.98853085745495,76.6324274157574
73,87.55162241887906,87.55162241887906,82.70096614486788,87.55162241887906,73.99153259671817,92.38938053097345,92.38938053097345,84.05495531941173,92.38938053097345,82.73032212383431
74,80.20833333333334,80.20833333333334,67.66460933672842,80.20833333333334,67.14345534733714,86.16898148148148,86.16898148148148,76.1474861931506,86.16898148148148,73.7904131999333
75,86.47272727272727,86.47272727272727,70.34405528891637,86.47272727272727,65.81020015759069,87.56363636363636,87.56363636363636,64.35874406405644,87.56363636363636,61.08309015759412
76,86.8920521945433,86.8920521945433,80.36483970071193,86.8920521945433,79.67785258730594,90.74733096085409,90.74733096085409,86.51977583998999,90.74733096085409,80.27869326211473
77,67.42209631728045,67.42209631728045,62.286670545165514,67.42209631728045,48.461729672089,75.7318224740321,75.7318224740321,64.71724549364747,75.7318224740321,64.9961612750748
78,87.70764119601328,87.70764119601328,66.4650516559358,87.70764119601328,74.0228327521377,94.5514950166113,94.5514950166113,77.09824042960747,94.5514950166113,69.88491395843627
79,76.61612130885874,76.61612130885874,73.27475197778742,76.61612130885874,74.61578704407172,84.43735035913807,84.43735035913807,80.82386311708078,84.43735035913807,78.96328465816528
80,69.79655712050078,69.79655712050078,73.03314560647861,69.79655712050078,66.28503358107295,79.10798122065728,79.10798122065728,76.78880989420456,79.10798122065728,78.46436698234673
81,80.97426470588235,80.97426470588235,75.72050988299316,80.97426470588235,76.55397353332347,81.15808823529412,81.15808823529412,71.27798460921306,81.15808823529412,68.42672636325821
82,80.84033613445378,80.84033613445378,73.41312266509532,80.84033613445378,70.5579984145529,86.27450980392157,86.27450980392157,80.28852577784093,86.27450980392157,71.84226487641918
83,64.5224171539961,64.5224171539961,71.27636255788786,64.5224171539961,61.90720635568425,80.01949317738791,80.01949317738791,74.21770372550978,80.01949317738791,74.617233541162
84,89.45686900958466,89.45686900958466,76.817822031015,89.45686900958466,74.82812451885567,87.28434504792332,87.28434504792332,72.44698939151597,87.28434504792332,74.13052448444202
85,76.34328358208955,76.34328358208955,69.06560794401808,76.34328358208955,65.43110375238005,82.46268656716418,82.46268656716418,75.60303518852194,82.46268656716418,74.23217640004768
86,78.08219178082192,78.08219178082192,65.6833303717383,78.08219178082192,68.38192669333179,82.69646719538572,82.69646719538572,70.524490272211,82.69646719538572,65.60972353350422
87,79.08031088082902,79.08031088082902,78.91009165040691,79.08031088082902,65.96687825543057,88.01813471502591,88.01813471502591,79.526179555696,88.01813471502591,83.40289673504196
88,77.6458440887971,77.6458440887971,69.65502556702697,77.6458440887971,78.55355407003698,88.4873515745999,88.4873515745999,81.72036344795953,88.4873515745999,78.14138078721736
89,88.17016317016318,88.17016317016318,85.59646470292283,88.17016317016318,77.92992749332733,88.75291375291376,88.75291375291376,84.38904446384893,88.75291375291376,74.48888763521767
90,75.0,75.0,70.51852076313305,75.0,64.72020194416531,80.78291814946618,80.78291814946618,74.27666180687955,80.78291814946618,71.71586178373764
91,76.31975867269985,76.31975867269985,56.77416734443109,76.31975867269985,53.25614480914962,86.27450980392157,86.27450980392157,66.91870259194891,86.27450980392157,65.3011371140273
92,81.13810741687979,81.13810741687979,76.63136214962252,81.13810741687979,79.1385396638379,89.64194373401536,89.64194373401536,79.95067453998965,89.64194373401536,83.2353756539715
93,88.6150234741784,88.6150234741784,82.41844291744549,88.6150234741784,80.23255738304786,92.19483568075117,92.19483568075117,79.77063212184065,92.19483568075117,81.98713826541454
94,79.70570202329858,79.70570202329858,65.80796765384474,79.70570202329858,65.00515816823591,89.39301042305334,89.39301042305334,78.29166057288577,89.39301042305334,74.71323868492186
95,81.37384412153237,81.37384412153237,72.62360275739793,81.37384412153237,74.79286608186601,88.24306472919419,88.24306472919419,85.47537218997405,88.24306472919419,80.58418658768349
96,67.88702928870293,67.88702928870293,74.38929464952707,67.88702928870293,70.13584950549352,77.30125523012552,77.30125523012552,77.01179509693361,77.30125523012552,75.69007624040356
97,88.38526912181302,88.38526912181302,67.58282401353333,88.38526912181302,68.3171899180863,93.41359773371106,93.41359773371106,87.26553415068261,93.41359773371106,85.98835299623934
98,84.7667638483965,84.7667638483965,78.28111055258147,84.7667638483965,73.90966688235856,88.48396501457727,88.48396501457727,75.60559354556715,88.48396501457727,76.70375961934234
99,84.13284132841329,84.13284132841329,68.18044052548827,84.13284132841329,66.37497434232233,86.05166051660517,86.05166051660517,73.73098897054878,86.05166051660517,70.69309566091157
